วันที่,day_type,holiday_subject,รถไฟฟ้า ARL,รถไฟฟ้า BTS,รถไฟฟ้าสายสีชมพู,รถไฟฟ้าสายสีน้ำเงิน,รถไฟฟ้าสายสีม่วง,รถไฟฟ้าสายสีเหลือง,รถไฟฟ้าสายสีแดง,rain_average,dow
2020-10-29,1,normal,50894,638442,not available,326600,47936,not available,not available,7.377777777777778,3
2020-10-30,1,normal,54429,691500,not available,345890,52130,not available,not available,0.8,4
2020-10-31,0,normal,37464,520935,not available,226259,33288,not available,not available,18.48888888888889,5
2020-11-01,0,normal,30832,351964,not available,165950,24395,not available,not available,0.0,6
2020-11-02,1,normal,52015,638150,not available,322271,47888,not available,not available,0.0,0
2020-11-03,1,normal,37464,644471,not available,326390,48451,not available,not available,0.0,1
2020-11-04,1,normal,47871,647021,not available,329271,48265,not available,not available,2.4,2
2020-11-05,1,normal,51334,651056,not available,329055,48975,not available,not available,0.0,3
2020-11-06,1,normal,56223,684436,not available,343219,49659,not available,not available,3.644444444444444,4
2020-11-07,0,normal,48789,451048,not available,215657,32738,not available,not available,0.7555555555555555,5
2020-11-08,0,normal,34999,359129,not available,177591,26175,not available,not available,0.0222222222222222,6
2020-11-09,1,normal,52312,626351,not available,314878,46533,not available,not available,0.0,0
2020-11-10,1,normal,51957,610992,not available,326838,47010,not available,not available,0.0,1
2020-11-11,1,normal,54057,613542,not available,330574,47198,not available,not available,0.0888888888888888,2
2020-11-12,1,normal,52000,626138,not available,324379,46570,not available,not available,0.0666666666666666,3
2020-11-13,1,normal,55805,699251,not available,340008,48786,not available,not available,0.0,4
2020-11-14,0,normal,36766,451959,not available,183883,29844,not available,not available,0.0,5
2020-11-15,0,normal,31628,375357,not available,169214,24374,not available,not available,0.0,6
2020-11-16,1,normal,52789,628653,not available,313252,46537,not available,not available,0.0,0
2020-11-17,1,normal,54989,656504,not available,335732,49274,not available,not available,0.0,1
2020-11-18,1,normal,57561,695522,not available,342981,48492,not available,not available,0.0,2
2020-11-19,0,วันหยุดพิเศษ (ครม.),48587,587680,not available,294533,38196,not available,not available,0.0,3
2020-11-20,0,วันหยุดพิเศษ (ครม.),47012,580494,not available,288289,36962,not available,not available,0.5555555555555556,4
2020-11-21,0,normal,37233,423082,not available,214896,26662,not available,not available,18.08888888888889,5
2020-11-22,0,normal,31498,347622,not available,158257,22736,not available,not available,0.288888888888889,6
2020-11-23,1,normal,54176,625794,not available,311674,47011,not available,not available,7.155555555555556,0
2020-11-24,1,normal,55160,650112,not available,328219,47953,not available,not available,0.0,1
2020-11-25,1,normal,54387,683693,not available,351821,51813,not available,not available,0.0,2
2020-11-26,1,normal,55319,689836,not available,344018,49967,not available,not available,0.0,3
2020-11-27,1,normal,58523,730829,not available,358112,51731,not available,not available,0.0,4
2020-11-28,0,normal,38768,502106,not available,221114,32622,not available,not available,0.0,5
2020-11-29,0,normal,32848,402253,not available,171839,23907,not available,not available,0.0,6
2020-11-30,1,normal,55537,653341,not available,332208,48823,not available,not available,0.0,0
2020-12-01,1,normal,56018,671521,not available,346148,51135,not available,not available,0.0,1
2020-12-02,1,normal,57034,685780,not available,356668,53670,not available,not available,0.0,2
2020-12-03,1,normal,54275,678344,not available,349083,50959,not available,not available,0.0,3
2020-12-04,1,normal,57601,721130,not available,352808,52931,not available,not available,0.0,4
2020-12-05,0,วันพ่อ,33732,427282,not available,203969,28122,not available,not available,0.0,5
2020-12-06,0,normal,29998,376698,not available,172760,24502,not available,not available,0.0,6
2020-12-07,1,normal,38509,464757,not available,217439,36334,not available,not available,0.0,0
2020-12-08,1,normal,52503,658204,not available,330653,49438,not available,not available,0.0,1
2020-12-09,1,normal,55667,686587,not available,342632,51218,not available,not available,0.0,2
2020-12-10,0,วันรัฐธรรมนูญ,34921,426626,not available,203091,28562,not available,not available,0.0,3
2020-12-11,0,วันหยุดชดเชย  (ครม.),36774,434271,not available,210102,28770,not available,not available,0.0,4
2020-12-12,0,normal,34123,406062,not available,185338,26093,not available,not available,0.0,5
2020-12-13,0,normal,31311,347768,not available,153499,22789,not available,not available,0.4222222222222223,6
2020-12-14,1,normal,53444,638238,not available,321403,49466,not available,not available,8.933333333333334,0
2020-12-15,1,normal,53503,663382,not available,336802,50565,not available,not available,0.0,1
2020-12-16,1,normal,53080,697510,not available,336847,49895,not available,not available,0.8444444444444444,2
2020-12-17,1,normal,53506,724291,not available,338716,50514,not available,not available,0.0,3
2020-12-18,1,normal,55845,769642,not available,353654,51201,not available,not available,0.0,4
2020-12-19,0,normal,38281,535091,not available,221360,33455,not available,not available,0.0,5
2020-12-20,0,normal,31283,406783,not available,158344,23900,not available,not available,0.0,6
2020-12-21,1,normal,47626,622384,not available,285620,44204,not available,not available,0.0,0
2020-12-22,1,normal,44909,590666,not available,267033,40157,not available,not available,0.0,1
2020-12-23,1,normal,41805,552091,not available,253045,35396,not available,not available,0.0,2
2020-12-24,2,คริสต์มาสอีฟ,39481,505084,not available,236673,32522,not available,not available,0.0,3
2020-12-25,2,คริสต์มาส,40232,524245,not available,235791,31501,not available,not available,0.0,4
2020-12-26,0,normal,23449,310028,not available,128055,17602,not available,not available,0.0,5
2020-12-27,0,normal,19021,247624,not available,99708,13331,not available,not available,0.0,6
2020-12-28,1,normal,33033,433291,not available,201268,28694,not available,not available,0.0222222222222222,0
2020-12-29,1,normal,30545,408152,not available,189273,26891,not available,not available,0.0,1
2020-12-30,1,normal,28034,376194,not available,169095,23967,not available,not available,0.0,2
2020-12-31,0,วันสิ้นปี,17262,231790,not available,86163,11394,not available,not available,0.0,3
2021-01-01,0,วันขึ้นปีใหม่,14666,181433,not available,82015,9381,not available,not available,0.0,4
2021-01-02,0,normal,14774,178983,not available,76758,10062,not available,not available,0.0,5
2021-01-03,0,normal,17287,180283,not available,76167,10092,not available,not available,0.0,6
2021-01-04,1,normal,30917,376301,not available,178984,25528,not available,not available,0.0,0
2021-01-05,1,normal,28602,360132,not available,168297,24345,not available,not available,0.0,1
2021-01-06,1,normal,26540,352441,not available,164710,23849,not available,not available,0.0,2
2021-01-07,1,normal,25323,343320,not available,160012,23603,not available,not available,0.0444444444444444,3
2021-01-08,1,normal,25208,343239,not available,162102,23783,not available,not available,0.0,4
2021-01-09,2,วันเด็ก,14333,210011,not available,92751,13266,not available,not available,0.0,5
2021-01-10,0,normal,11507,167660,not available,71462,10377,not available,not available,0.0,6
2021-01-11,1,normal,24132,339894,not available,159786,23369,not available,not available,0.0,0
2021-01-12,1,normal,23308,336605,not available,157802,23521,not available,not available,0.0,1
2021-01-13,1,normal,23201,337141,not available,156224,23496,not available,not available,0.0,2
2021-01-14,1,normal,23065,336677,not available,156955,23470,not available,not available,0.0,3
2021-01-15,1,normal,29239,354417,not available,164615,24540,not available,not available,0.0,4
2021-01-16,0,normal,14584,223307,not available,99417,14958,not available,not available,0.0,5
2021-01-17,0,normal,11699,177910,not available,75971,11427,not available,not available,0.0222222222222222,6
2021-01-18,1,normal,27670,349477,not available,164823,24853,not available,not available,0.0,0
2021-01-19,1,normal,23979,351153,not available,164221,24738,not available,not available,0.0,1
2021-01-20,1,normal,24203,354852,not available,165604,24934,not available,not available,0.0,2
2021-01-21,1,normal,24054,348257,not available,162328,24493,not available,not available,0.0,3
2021-01-22,1,normal,25373,365990,not available,169454,25363,not available,not available,0.0,4
2021-01-23,0,normal,15007,236758,not available,103734,15593,not available,not available,0.0,5
2021-01-24,0,normal,12024,193412,not available,83293,11964,not available,not available,0.0,6
2021-01-25,1,normal,25673,368351,not available,171664,25822,not available,not available,0.0,0
2021-01-26,1,normal,25805,364622,not available,168011,25463,not available,not available,0.0,1
2021-01-27,1,normal,26074,371017,not available,176428,25852,not available,not available,0.0,2
2021-01-28,1,normal,26185,365944,not available,173777,25941,not available,not available,0.0,3
2021-01-29,1,normal,27994,395886,not available,185946,27472,not available,not available,0.0,4
2021-01-30,0,normal,18339,282077,not available,125324,18244,not available,not available,0.0,5
2021-01-31,0,normal,15336,233900,not available,82015,14672,not available,not available,0.0,6
2021-02-01,1,normal,31591,444578,not available,205379,31750,not available,not available,0.0,0
2021-02-02,1,normal,27349,446910,not available,204825,30646,not available,not available,0.0,1
2021-02-03,1,normal,30705,447661,not available,209001,30657,not available,not available,0.0,2
2021-02-04,1,normal,30686,448911,not available,205296,29853,not available,not available,0.0,3
2021-02-05,1,normal,32863,476795,not available,218723,31564,not available,not available,0.0,4
2021-02-06,0,normal,20600,312354,not available,142965,19368,not available,not available,0.0,5
2021-02-07,0,normal,17486,250991,not available,111700,15043,not available,not available,0.0,6
2021-02-08,1,normal,33413,469375,not available,219148,31619,not available,not available,0.0,0
2021-02-09,1,normal,35588,477958,not available,220554,32356,not available,not available,15.955555555555556,1
2021-02-10,1,normal,33822,489440,not available,230186,32481,not available,not available,0.0,2
2021-02-11,1,normal,33364,471554,not available,216941,30628,not available,not available,0.0,3
2021-02-12,0,วันตรุษจีน,26037,353044,not available,176912,21216,not available,not available,0.0,4
2021-02-13,0,normal,21634,312249,not available,146686,18472,not available,not available,0.0,5
2021-02-14,2,วาเลนไทน์,21557,311460,not available,135896,17589,not available,not available,0.0,6
2021-02-15,1,normal,36415,495245,not available,236411,33639,not available,not available,0.0,0
2021-02-16,1,normal,36741,495106,not available,237017,33441,not available,not available,4.555555555555555,1
2021-02-17,1,normal,36686,495505,not available,237452,33254,not available,not available,1.955555555555556,2
2021-02-18,1,normal,36711,508272,not available,241056,33524,not available,not available,0.0,3
2021-02-19,1,normal,39423,488147,not available,253076,34746,not available,not available,0.0,4
2021-02-20,0,normal,24805,323038,not available,166957,22277,not available,not available,0.0,5
2021-02-21,0,normal,20766,259475,not available,125687,16551,not available,not available,0.0,6
2021-02-22,1,normal,38050,436776,not available,243523,34597,not available,not available,0.0,0
2021-02-23,1,normal,37915,448356,not available,247279,34944,not available,not available,0.0,1
2021-02-24,1,normal,38561,468957,not available,250608,34850,not available,not available,0.0,2
2021-02-25,1,normal,42656,566769,not available,268189,36398,not available,not available,0.0,3
2021-02-26,0,วันมาฆบูชา,27560,360387,not available,169729,20810,not available,not available,0.0,4
2021-02-27,0,normal,25479,351051,not available,159017,20777,not available,not available,0.0,5
2021-02-28,0,normal,24910,316104,not available,137215,18457,not available,not available,0.0,6
2021-03-01,1,normal,42198,560791,not available,265401,37730,not available,not available,0.0,0
2021-03-02,1,normal,38089,568213,not available,276190,38627,not available,not available,0.0,1
2021-03-03,1,normal,39688,568885,not available,276943,38425,not available,not available,0.0888888888888888,2
2021-03-04,1,normal,43138,582251,not available,278858,38508,not available,not available,0.0,3
2021-03-05,1,normal,46943,622180,not available,291608,40671,not available,not available,0.0,4
2021-03-06,0,normal,30435,409852,not available,183718,25003,not available,not available,0.0,5
2021-03-07,0,normal,26164,332590,not available,142958,19297,not available,not available,0.0,6
2021-03-08,1,normal,44686,573122,not available,273891,39552,not available,not available,3.2,0
2021-03-09,1,normal,44237,578645,not available,280229,39406,not available,not available,4.6,1
